id,prediction
047_352_384,0
047_368_0,0
047_368_16,0
047_368_32,1
047_368_48,1
047_368_64,1
047_368_80,0
047_368_96,0
047_368_112,0
047_368_128,0
047_368_144,0
047_368_160,0
047_368_176,0
047_368_192,0
047_368_208,0
047_368_224,0
047_368_240,0
047_368_256,0
047_368_272,0
047_368_288,0
047_368_304,0
047_368_320,0
047_368_336,0
047_368_352,0
047_368_368,0
047_368_384,0
047_384_0,1
047_384_16,1
047_384_32,1
047_384_48,1
047_384_64,1
047_384_80,1
047_384_96,1
047_384_112,1
047_384_128,1
047_384_144,1
047_384_160,1
047_384_176,1
047_384_192,1
047_384_208,1
047_384_224,1
047_384_240,1
047_384_256,1
047_384_272,1
047_384_288,1
047_384_304,1
047_384_320,1
047_384_336,1
047_384_352,1
047_384_368,1
047_384_384,1
048_0_0,0
048_0_16,0
048_0_32,1
048_0_48,1
048_0_64,0
048_0_80,0
048_0_96,0
048_0_112,0
048_0_128,0
048_0_144,0
048_0_160,0
048_0_176,0
048_0_192,0
048_0_208,0
048_0_224,0
048_0_240,0
048_0_256,0
048_0_272,0
048_0_288,0
048_0_304,0
048_0_320,0
048_0_336,0
048_0_352,0
048_0_368,0
048_0_384,0
048_16_0,1
048_16_16,1
048_16_32,1
048_16_48,1
048_16_64,1
048_16_80,1
048_16_96,1
048_16_112,1
048_16_128,1
048_16_144,1
048_16_160,1
048_16_176,1
048_16_192,1
048_16_208,1
048_16_224,1
048_16_240,1
048_16_256,1
048_16_272,1
048_16_288,1
048_16_304,1
048_16_320,1
048_16_336,1
048_16_352,1
048_16_368,1
048_16_384,1
048_32_0,1
048_32_16,1
048_32_32,1
048_32_48,1
048_32_64,1
048_32_80,1
048_32_96,1
048_32_112,1
048_32_128,1
048_32_144,1
048_32_160,1
048_32_176,1
048_32_192,1
048_32_208,1
048_32_224,1
048_32_240,1
048_32_256,1
048_32_272,1
048_32_288,1
048_32_304,1
048_32_320,1
048_32_336,1
048_32_352,1
048_32_368,1
048_32_384,1
048_48_0,0
048_48_16,0
048_48_32,1
048_48_48,1
048_48_64,0
048_48_80,0
048_48_96,0
048_48_112,0
048_48_128,0
048_48_144,0
048_48_160,0
048_48_176,0
048_48_192,0
048_48_208,0
048_48_224,1
048_48_240,1
048_48_256,1
048_48_272,1
048_48_288,1
048_48_304,1
048_48_320,1
048_48_336,1
048_48_352,1
048_48_368,1
048_48_384,1
048_64_0,0
048_64_16,0
048_64_32,1
048_64_48,1
048_64_64,0
048_64_80,0
048_64_96,0
048_64_112,0
048_64_128,0
048_64_144,0
048_64_160,0
048_64_176,0
048_64_192,0
048_64_208,0
048_64_224,0
048_64_240,0
048_64_256,0
048_64_272,0
048_64_288,0
048_64_304,0
048_64_320,0
048_64_336,0
048_64_352,0
048_64_368,0
048_64_384,0
048_80_0,0
048_80_16,0
048_80_32,1
048_80_48,1
048_80_64,0
048_80_80,0
048_80_96,0
048_80_112,0
048_80_128,0
048_80_144,0
048_80_160,0
048_80_176,0
048_80_192,0
048_80_208,0
048_80_224,0
048_80_240,0
048_80_256,0
048_80_272,0
048_80_288,0
048_80_304,0
048_80_320,0
048_80_336,0
048_80_352,0
048_80_368,0
048_80_384,0
048_96_0,0
048_96_16,0
048_96_32,1
048_96_48,1
048_96_64,0
048_96_80,0
048_96_96,0
048_96_112,0
048_96_128,0
048_96_144,0
048_96_160,0
048_96_176,0
048_96_192,0
048_96_208,0
048_96_224,0
048_96_240,0
048_96_256,0
048_96_272,0
048_96_288,0
048_96_304,0
048_96_320,0
048_96_336,0
048_96_352,0
048_96_368,0
048_96_384,0
048_112_0,0
048_112_16,0
048_112_32,1
048_112_48,1
048_112_64,0
048_112_80,0
048_112_96,0
048_112_112,0
048_112_128,0
048_112_144,0
048_112_160,0
048_112_176,0
048_112_192,0
048_112_208,0
048_112_224,0
048_112_240,0
048_112_256,0
048_112_272,0
048_112_288,0
048_112_304,0
048_112_320,0
048_112_336,0
048_112_352,0
048_112_368,0
048_112_384,0
048_128_0,0
048_128_16,1
048_128_32,1
048_128_48,1
048_128_64,0
048_128_80,0
048_128_96,0
048_128_112,0
048_128_128,0
048_128_144,0
048_128_160,0
048_128_176,0
048_128_192,0
048_128_208,0
048_128_224,0
048_128_240,0
048_128_256,0
048_128_272,0
048_128_288,0
048_128_304,0
048_128_320,0
048_128_336,0
048_128_352,0
048_128_368,0
048_128_384,0
048_144_0,0
048_144_16,1
048_144_32,1
048_144_48,1
048_144_64,0
048_144_80,0
048_144_96,0
048_144_112,0
048_144_128,0
048_144_144,0
048_144_160,0
048_144_176,0
048_144_192,0
048_144_208,0
048_144_224,0
048_144_240,0
048_144_256,0
048_144_272,0
048_144_288,0
048_144_304,0
048_144_320,0
048_144_336,0
048_144_352,0
048_144_368,0
048_144_384,0
048_160_0,0
048_160_16,1
048_160_32,1
048_160_48,1
048_160_64,0
048_160_80,0
048_160_96,0
048_160_112,0
048_160_128,0
048_160_144,0
048_160_160,0
048_160_176,0
048_160_192,0
048_160_208,0
048_160_224,0
048_160_240,0
048_160_256,0
048_160_272,0
048_160_288,0
048_160_304,0
048_160_320,0
048_160_336,0
048_160_352,0
048_160_368,0
048_160_384,0
048_176_0,0
048_176_16,1
048_176_32,1
048_176_48,1
048_176_64,0
048_176_80,0
048_176_96,0
048_176_112,0
048_176_128,0
048_176_144,0
048_176_160,0
048_176_176,0
048_176_192,0
048_176_208,0
048_176_224,0
048_176_240,0
048_176_256,0
048_176_272,0
048_176_288,0
048_176_304,0
048_176_320,0
048_176_336,0
048_176_352,0
048_176_368,0
048_176_384,0
048_192_0,0
048_192_16,1
048_192_32,1
048_192_48,1
048_192_64,0
048_192_80,0
048_192_96,0
048_192_112,0
048_192_128,0
048_192_144,0
048_192_160,0
048_192_176,0
048_192_192,0
048_192_208,0
048_192_224,0
048_192_240,0
048_192_256,0
048_192_272,0
048_192_288,0
048_192_304,0
048_192_320,0
048_192_336,0
048_192_352,0
048_192_368,0
048_192_384,0
048_208_0,0
048_208_16,1
048_208_32,1
048_208_48,1
048_208_64,0
048_208_80,0
048_208_96,0
048_208_112,0
048_208_128,0
048_208_144,0
048_208_160,0
048_208_176,0
048_208_192,0
048_208_208,0
048_208_224,0
048_208_240,0
048_208_256,0
048_208_272,0
048_208_288,0
048_208_304,0
048_208_320,0
048_208_336,0
048_208_352,0
048_208_368,0
048_208_384,0
048_224_0,0
048_224_16,1
048_224_32,1
048_224_48,1
048_224_64,0
048_224_80,0
048_224_96,0
048_224_112,0
048_224_128,0
048_224_144,0
048_224_160,0
048_224_176,0
048_224_192,0
048_224_208,0
048_224_224,0
048_224_240,0
048_224_256,0
048_224_272,0
048_224_288,0
048_224_304,0
048_224_320,0
048_224_336,0
048_224_352,0
048_224_368,0
048_224_384,0
048_240_0,0
048_240_16,1
048_240_32,1
048_240_48,1
048_240_64,0
048_240_80,0
048_240_96,0
048_240_112,0
048_240_128,0
048_240_144,0
048_240_160,0
048_240_176,0
048_240_192,0
048_240_208,0
048_240_224,0
048_240_240,0
048_240_256,0
048_240_272,0
048_240_288,0
048_240_304,0
048_240_320,0
048_240_336,0
048_240_352,0
048_240_368,0
048_240_384,0
048_256_0,0
048_256_16,1
048_256_32,1
048_256_48,1
048_256_64,0
048_256_80,0
048_256_96,0
048_256_112,0
048_256_128,0
048_256_144,0
048_256_160,0
048_256_176,0
048_256_192,0
048_256_208,0
048_256_224,0
048_256_240,0
048_256_256,0
048_256_272,0
048_256_288,0
048_256_304,0
048_256_320,0
048_256_336,0
048_256_352,0
048_256_368,0
048_256_384,0
048_272_0,0
048_272_16,1
048_272_32,1
048_272_48,1
048_272_64,0
048_272_80,0
048_272_96,0
048_272_112,0
048_272_128,0
048_272_144,0
048_272_160,0
048_272_176,0
048_272_192,0
048_272_208,0
048_272_224,0
048_272_240,0
048_272_256,0
048_272_272,0
048_272_288,0
048_272_304,0
048_272_320,0
048_272_336,0
048_272_352,0
048_272_368,0
048_272_384,0
048_288_0,0
048_288_16,1
048_288_32,1
048_288_48,1
048_288_64,0
048_288_80,0
048_288_96,0
048_288_112,0
048_288_128,0
048_288_144,0
048_288_160,0
048_288_176,0
048_288_192,0
048_288_208,0
048_288_224,0
048_288_240,0
048_288_256,0
048_288_272,0
048_288_288,0
048_288_304,0
048_288_320,0
048_288_336,0
048_288_352,0
048_288_368,0
048_288_384,0
048_304_0,1
048_304_16,1
048_304_32,1
048_304_48,1
048_304_64,1
048_304_80,1
048_304_96,1
048_304_112,1
048_304_128,1
048_304_144,1
048_304_160,1
048_304_176,1
048_304_192,1
048_304_208,1
048_304_224,1
048_304_240,1
048_304_256,1
048_304_272,1
048_304_288,0
048_304_304,0
048_304_320,0
048_304_336,0
048_304_352,0
048_304_368,0
048_304_384,0
048_320_0,1
048_320_16,1
048_320_32,1
048_320_48,1
048_320_64,1
048_320_80,1
048_320_96,1
048_320_112,1
048_320_128,1
048_320_144,1
048_320_160,1
048_320_176,1
048_320_192,1
048_320_208,1
048_320_224,1
048_320_240,1
048_320_256,1
048_320_272,1
048_320_288,1
048_320_304,1
048_320_320,1
048_320_336,1
048_320_352,1
048_320_368,1
048_320_384,1
048_336_0,1
048_336_16,1
048_336_32,1
048_336_48,1
048_336_64,1
048_336_80,1
048_336_96,1
048_336_112,1
048_336_128,1
048_336_144,1
048_336_160,1
048_336_176,1
048_336_192,1
048_336_208,1
048_336_224,1
048_336_240,1
048_336_256,1
048_336_272,1
048_336_288,1
048_336_304,1
048_336_320,1
048_336_336,1
048_336_352,1
048_336_368,1
048_336_384,1
048_352_0,0
048_352_16,1
048_352_32,1
048_352_48,1
048_352_64,0
048_352_80,0
048_352_96,0
048_352_112,0
048_352_128,0
048_352_144,0
048_352_160,0
048_352_176,0
048_352_192,0
048_352_208,0
048_352_224,0
048_352_240,0
048_352_256,0
048_352_272,0
048_352_288,0
048_352_304,0
048_352_320,0
048_352_336,0
048_352_352,0
048_352_368,0
048_352_384,0
048_368_0,0
048_368_16,1
048_368_32,1
048_368_48,1
048_368_64,0
048_368_80,0
048_368_96,0
048_368_112,0
048_368_128,0
048_368_144,0
048_368_160,0
048_368_176,0
048_368_192,0
048_368_208,0
048_368_224,0
048_368_240,0
048_368_256,0
048_368_272,0
048_368_288,0
048_368_304,0
048_368_320,0
048_368_336,0
048_368_352,0
048_368_368,0
048_368_384,0
048_384_0,0
048_384_16,1
048_384_32,1
048_384_48,1
048_384_64,0
048_384_80,0
048_384_96,0
048_384_112,0
048_384_128,0
048_384_144,0
048_384_160,0
048_384_176,0
048_384_192,0
048_384_208,0
048_384_224,0
048_384_240,0
048_384_256,0
048_384_272,0
048_384_288,0
048_384_304,0
048_384_320,0
048_384_336,0
048_384_352,0
048_384_368,0
048_384_384,0
049_0_0,1
049_0_16,1
049_0_32,1
049_0_48,1
049_0_64,1
049_0_80,1
049_0_96,1
049_0_112,1
049_0_128,1
049_0_144,1
049_0_160,1
049_0_176,1
049_0_192,1
049_0_208,1
049_0_224,1
049_0_240,1
049_0_256,1
049_0_272,1
049_0_288,1
049_0_304,1
049_0_320,1
049_0_336,1
049_0_352,1
049_0_368,1
049_0_384,1
049_16_0,1
049_16_16,0
049_16_32,0
049_16_48,0
049_16_64,0
049_16_80,0
049_16_96,0
049_16_112,0
049_16_128,0
049_16_144,0
049_16_160,0
049_16_176,0
049_16_192,0
049_16_208,0
049_16_224,0
049_16_240,0
049_16_256,0
049_16_272,0
049_16_288,0
049_16_304,0
049_16_320,1
049_16_336,1
049_16_352,1
049_16_368,1
049_16_384,1
049_32_0,1
049_32_16,0
049_32_32,0
049_32_48,0
049_32_64,0
049_32_80,0
049_32_96,0
049_32_112,0
049_32_128,0
049_32_144,0
049_32_160,0
049_32_176,0
049_32_192,0
049_32_208,0
049_32_224,0
049_32_240,0
049_32_256,0
049_32_272,0
049_32_288,0
049_32_304,0
049_32_320,0
049_32_336,0
049_32_352,0
049_32_368,0
049_32_384,0
049_48_0,1
049_48_16,0
049_48_32,0
049_48_48,0
049_48_64,0
049_48_80,0
049_48_96,0
049_48_112,0
049_48_128,0
049_48_144,0
049_48_160,0
049_48_176,0
049_48_192,0
049_48_208,0
049_48_224,0
049_48_240,0
049_48_256,0
049_48_272,0
049_48_288,0
049_48_304,0
049_48_320,0
049_48_336,0
049_48_352,0
049_48_368,0
049_48_384,0
049_64_0,1
049_64_16,0
049_64_32,0
049_64_48,0
049_64_64,0
049_64_80,0
049_64_96,0
049_64_112,0
049_64_128,0
049_64_144,0
049_64_160,0
049_64_176,0
049_64_192,0
049_64_208,0
049_64_224,0
049_64_240,0
049_64_256,0
049_64_272,0
049_64_288,0
049_64_304,0
049_64_320,0
049_64_336,0
049_64_352,0
049_64_368,0
049_64_384,0
049_80_0,1
049_80_16,0
049_80_32,0
049_80_48,0
049_80_64,0
049_80_80,0
049_80_96,0
049_80_112,0
049_80_128,0
049_80_144,0
049_80_160,0
049_80_176,0
049_80_192,0
049_80_208,0
049_80_224,0
049_80_240,0
049_80_256,0
049_80_272,0
049_80_288,0
049_80_304,0
049_80_320,0
049_80_336,0
049_80_352,0
049_80_368,0
049_80_384,0
049_96_0,1
049_96_16,0
049_96_32,0
049_96_48,0
049_96_64,0
049_96_80,0
049_96_96,0
049_96_112,0
049_96_128,0
049_96_144,0
049_96_160,0
049_96_176,0
049_96_192,0
049_96_208,0
049_96_224,0
049_96_240,0
049_96_256,0
049_96_272,0
049_96_288,0
049_96_304,0
049_96_320,0
049_96_336,0
049_96_352,0
049_96_368,0
049_96_384,0
049_112_0,1
049_112_16,0
049_112_32,0
049_112_48,0
049_112_64,0
049_112_80,0
049_112_96,0
049_112_112,0
049_112_128,0
049_112_144,0
049_112_160,0
049_112_176,0
049_112_192,0
049_112_208,0
049_112_224,0
049_112_240,0
049_112_256,0
049_112_272,0
049_112_288,0
049_112_304,0
049_112_320,0
049_112_336,0
049_112_352,0
049_112_368,0
049_112_384,0
049_128_0,1
049_128_16,1
049_128_32,1
049_128_48,1
049_128_64,1
049_128_80,1
049_128_96,1
049_128_112,1
049_128_128,1
049_128_144,1
049_128_160,1
049_128_176,1
049_128_192,1
049_128_208,1
049_128_224,1
049_128_240,1
049_128_256,1
049_128_272,1
049_128_288,1
049_128_304,1
049_128_320,1
049_128_336,1
049_128_352,1
049_128_368,0
049_128_384,0
049_144_0,1
049_144_16,0
049_144_32,0
049_144_48,0
049_144_64,0
049_144_80,0
049_144_96,0
049_144_112,0
049_144_128,0
049_144_144,0
049_144_160,0
049_144_176,0
049_144_192,0
049_144_208,0
049_144_224,0
049_144_240,0
049_144_256,1
049_144_272,1
049_144_288,1
049_144_304,1
049_144_320,1
049_144_336,1
049_144_352,1
049_144_368,1
049_144_384,1
049_160_0,1
049_160_16,0
049_160_32,0
049_160_48,0
049_160_64,0
049_160_80,0
049_160_96,0
049_160_112,0
049_160_128,0
049_160_144,0
049_160_160,0
049_160_176,0
049_160_192,0
049_160_208,0
049_160_224,0
049_160_240,0
049_160_256,0
049_160_272,0
049_160_288,0
049_160_304,0
049_160_320,0
049_160_336,0
049_160_352,0
049_160_368,0
049_160_384,0
049_176_0,1
049_176_16,0
049_176_32,0
049_176_48,0
049_176_64,0
049_176_80,0
049_176_96,0
049_176_112,0
049_176_128,0
049_176_144,0
049_176_160,0
049_176_176,0
049_176_192,0
049_176_208,0
049_176_224,0
049_176_240,0
049_176_256,0
049_176_272,0
049_176_288,0
049_176_304,0
049_176_320,0
049_176_336,0
049_176_352,0
049_176_368,0
049_176_384,0
049_192_0,1
049_192_16,0
049_192_32,0
049_192_48,0
049_192_64,0
049_192_80,0
049_192_96,0
049_192_112,0
049_192_128,0
049_192_144,0
049_192_160,0
049_192_176,0
049_192_192,0
049_192_208,0
049_192_224,0
049_192_240,0
049_192_256,0
049_192_272,0
049_192_288,0
049_192_304,0
049_192_320,0
049_192_336,0
049_192_352,0
049_192_368,0
049_192_384,0
049_208_0,1
049_208_16,0
049_208_32,0
049_208_48,0
049_208_64,0
049_208_80,0
049_208_96,0
049_208_112,0
049_208_128,0
049_208_144,0
049_208_160,0
049_208_176,0
049_208_192,0
049_208_208,0
049_208_224,0
049_208_240,0
049_208_256,0
049_208_272,0
049_208_288,0
049_208_304,0
049_208_320,0
049_208_336,0
049_208_352,0
049_208_368,0
049_208_384,0
049_224_0,1
049_224_16,0
049_224_32,0
049_224_48,0
049_224_64,0
049_224_80,0
049_224_96,0
049_224_112,0
049_224_128,0
049_224_144,0
049_224_160,0
049_224_176,0
049_224_192,0
049_224_208,0
049_224_224,0
049_224_240,0
049_224_256,0
049_224_272,0
049_224_288,0
049_224_304,0
049_224_320,0
049_224_336,0
049_224_352,0
049_224_368,0
049_224_384,0
049_240_0,1
049_240_16,0
049_240_32,0
049_240_48,0
049_240_64,0
049_240_80,0
049_240_96,0
049_240_112,0
049_240_128,0
049_240_144,0
049_240_160,0
049_240_176,0
049_240_192,0
049_240_208,0
049_240_224,0
049_240_240,0
049_240_256,0
049_240_272,0
049_240_288,0
049_240_304,0
049_240_320,0
049_240_336,0
049_240_352,0
049_240_368,0
049_240_384,0
049_256_0,1
049_256_16,1
049_256_32,1
049_256_48,1
049_256_64,1
049_256_80,1
049_256_96,1
049_256_112,1
049_256_128,1
049_256_144,1
049_256_160,1
049_256_176,1
049_256_192,1
049_256_208,1
049_256_224,1
049_256_240,1
049_256_256,1
049_256_272,1
049_256_288,1
049_256_304,1
049_256_320,0
049_256_336,0
049_256_352,0
049_256_368,0
049_256_384,0
049_272_0,1
049_272_16,1
049_272_32,1
049_272_48,1
049_272_64,1
049_272_80,1
049_272_96,1
049_272_112,1
049_272_128,1
049_272_144,1
049_272_160,1
049_272_176,1
049_272_192,1
049_272_208,1
049_272_224,1
049_272_240,1
049_272_256,1
049_272_272,1
049_272_288,1
049_272_304,1
049_272_320,1
049_272_336,1
049_272_352,1
049_272_368,1
049_272_384,1
049_288_0,1
049_288_16,0
049_288_32,0
049_288_48,0
049_288_64,0
049_288_80,0
049_288_96,0
049_288_112,0
049_288_128,0
049_288_144,1
049_288_160,1
049_288_176,1
049_288_192,1
049_288_208,1
049_288_224,1
049_288_240,1
049_288_256,1
049_288_272,1
049_288_288,1
049_288_304,1
049_288_320,1
049_288_336,1
049_288_352,1
049_288_368,1
049_288_384,1
049_304_0,1
049_304_16,0
049_304_32,0
049_304_48,0
049_304_64,0
049_304_80,0
049_304_96,0
049_304_112,0
049_304_128,0
049_304_144,0
049_304_160,0
049_304_176,0
049_304_192,0
049_304_208,0
049_304_224,0
049_304_240,0
049_304_256,0
049_304_272,0
049_304_288,0
049_304_304,0
049_304_320,0
049_304_336,0
049_304_352,0
049_304_368,0
049_304_384,0
049_320_0,1
049_320_16,0
049_320_32,0
049_320_48,0
049_320_64,0
049_320_80,0
049_320_96,0
049_320_112,0
049_320_128,0
049_320_144,0
049_320_160,0
049_320_176,0
049_320_192,0
049_320_208,0
049_320_224,0
049_320_240,0
049_320_256,0
049_320_272,0
049_320_288,0
049_320_304,0
049_320_320,0
049_320_336,0
049_320_352,0
049_320_368,0
049_320_384,0
049_336_0,0
049_336_16,0
049_336_32,0
049_336_48,0
049_336_64,0
049_336_80,0
049_336_96,0
049_336_112,0
049_336_128,0
049_336_144,0
049_336_160,0
049_336_176,0
049_336_192,0
049_336_208,0
049_336_224,0
049_336_240,0
049_336_256,0
049_336_272,0
049_336_288,0
049_336_304,0
049_336_320,0
049_336_336,0
049_336_352,0
049_336_368,0
049_336_384,0
049_352_0,0
049_352_16,0
049_352_32,0
049_352_48,0
049_352_64,0
049_352_80,0
049_352_96,0
049_352_112,0
049_352_128,0
049_352_144,0
049_352_160,0
049_352_176,0
049_352_192,0
049_352_208,0
049_352_224,0
049_352_240,0
049_352_256,0
049_352_272,0
049_352_288,0
049_352_304,0
049_352_320,0
049_352_336,0
049_352_352,0
049_352_368,0
049_352_384,0
049_368_0,0
049_368_16,0
049_368_32,0
049_368_48,0
049_368_64,0
049_368_80,0
049_368_96,0
049_368_112,0
049_368_128,0
049_368_144,0
049_368_160,0
049_368_176,0
049_368_192,0
049_368_208,0
049_368_224,0
049_368_240,0
049_368_256,0
049_368_272,0
049_368_288,0
049_368_304,0
049_368_320,0
049_368_336,0
049_368_352,0
049_368_368,0
049_368_384,0
049_384_0,0
049_384_16,0
049_384_32,0
049_384_48,0
049_384_64,0
049_384_80,0
049_384_96,0
049_384_112,0
049_384_128,0
049_384_144,0
049_384_160,0
049_384_176,0
049_384_192,0
049_384_208,0
049_384_224,0
049_384_240,0
049_384_256,0
049_384_272,0
049_384_288,0
049_384_304,0
049_384_320,0
049_384_336,0
049_384_352,0
049_384_368,0
049_384_384,0
050_0_0,0
050_0_16,0
050_0_32,0
050_0_48,0
050_0_64,0
050_0_80,0
050_0_96,1
050_0_112,1
050_0_128,0
050_0_144,0
050_0_160,0
050_0_176,0
050_0_192,0
050_0_208,0
050_0_224,1
050_0_240,1
050_0_256,1
050_0_272,0
050_0_288,0
050_0_304,0
050_0_320,0
050_0_336,0
050_0_352,0
050_0_368,0
050_0_384,1
050_16_0,0
050_16_16,0
050_16_32,0
050_16_48,0
050_16_64,0
050_16_80,0
050_16_96,1
050_16_112,1
050_16_128,0
050_16_144,0
050_16_160,0
050_16_176,0
050_16_192,0
050_16_208,0
050_16_224,1
050_16_240,1
050_16_256,1
050_16_272,0
050_16_288,0
050_16_304,0
050_16_320,0
050_16_336,0
050_16_352,0
050_16_368,0
050_16_384,1
050_32_0,0
050_32_16,0
050_32_32,0
050_32_48,0
050_32_64,0
050_32_80,0
050_32_96,1
050_32_112,1
050_32_128,0
050_32_144,0
050_32_160,0
050_32_176,0
050_32_192,0
050_32_208,0
050_32_224,1
050_32_240,1
050_32_256,1
050_32_272,0
050_32_288,0
050_32_304,0
050_32_320,0
050_32_336,0
050_32_352,0
050_32_368,0
050_32_384,1
050_48_0,0
050_48_16,0
050_48_32,0
050_48_48,0
050_48_64,0
050_48_80,0
050_48_96,1
050_48_112,1
050_48_128,0
050_48_144,0
050_48_160,0
050_48_176,0
050_48_192,0
050_48_208,0
050_48_224,1
050_48_240,1
050_48_256,1
050_48_272,0
050_48_288,0
050_48_304,0
050_48_320,0
050_48_336,0
050_48_352,0
050_48_368,0
050_48_384,1
050_64_0,0
050_64_16,0
050_64_32,0
050_64_48,0
050_64_64,0
050_64_80,0
050_64_96,1
050_64_112,1
050_64_128,0
050_64_144,0
050_64_160,0
050_64_176,0
050_64_192,0
050_64_208,0
050_64_224,1
050_64_240,1
050_64_256,1
050_64_272,0
050_64_288,0
050_64_304,0
050_64_320,0
050_64_336,0
050_64_352,0
050_64_368,0
050_64_384,1
050_80_0,0
050_80_16,0
050_80_32,0
050_80_48,0
050_80_64,0
050_80_80,0
050_80_96,1
050_80_112,1
050_80_128,0
050_80_144,0
050_80_160,0
050_80_176,0
050_80_192,0
050_80_208,0
050_80_224,1
050_80_240,1
050_80_256,1
050_80_272,0
050_80_288,0
050_80_304,0
050_80_320,0
050_80_336,0
050_80_352,0
050_80_368,0
050_80_384,1
050_96_0,0
050_96_16,0
050_96_32,0
050_96_48,0
050_96_64,0
050_96_80,0
050_96_96,1
050_96_112,1
050_96_128,0
050_96_144,0
050_96_160,0
050_96_176,0
050_96_192,0
050_96_208,0
050_96_224,1
050_96_240,1
050_96_256,1
050_96_272,0
050_96_288,0
050_96_304,0
050_96_320,0
050_96_336,0
050_96_352,0
050_96_368,0
050_96_384,1
050_112_0,0
050_112_16,0
050_112_32,0
050_112_48,0
050_112_64,0
050_112_80,0
050_112_96,1
050_112_112,0
050_112_128,0
050_112_144,0
050_112_160,0
050_112_176,0
050_112_192,0
050_112_208,0
050_112_224,1
050_112_240,1
050_112_256,1
050_112_272,0
050_112_288,0
050_112_304,0
050_112_320,0
050_112_336,0
050_112_352,0
050_112_368,1
050_112_384,1
050_128_0,0
050_128_16,0
050_128_32,0
050_128_48,0
050_128_64,0
050_128_80,0
050_128_96,1
050_128_112,0
050_128_128,0
050_128_144,0
050_128_160,0
050_128_176,0
050_128_192,0
050_128_208,0
050_128_224,1
050_128_240,1
050_128_256,1
050_128_272,0
050_128_288,0
050_128_304,0
050_128_320,0
050_128_336,0
050_128_352,0
050_128_368,1
050_128_384,1
050_144_0,0
050_144_16,0
050_144_32,0
050_144_48,0
050_144_64,0
050_144_80,0
050_144_96,1
050_144_112,0
050_144_128,0
050_144_144,0
050_144_160,0
050_144_176,0
050_144_192,0
050_144_208,0
050_144_224,1
050_144_240,1
050_144_256,0
050_144_272,0
050_144_288,0
050_144_304,0
050_144_320,0
050_144_336,0
050_144_352,0
050_144_368,1
050_144_384,1
050_160_0,0
050_160_16,0
050_160_32,0
050_160_48,0
050_160_64,0
050_160_80,0
050_160_96,1
050_160_112,0
050_160_128,0
050_160_144,0
050_160_160,0
050_160_176,0
050_160_192,0
050_160_208,0
050_160_224,1
050_160_240,1
050_160_256,0
050_160_272,0
050_160_288,0
050_160_304,0
050_160_320,0
050_160_336,0
050_160_352,0
050_160_368,1
050_160_384,1
050_176_0,0
050_176_16,0
050_176_32,0
050_176_48,0
050_176_64,0
050_176_80,0
050_176_96,1
050_176_112,0
050_176_128,0
050_176_144,0
050_176_160,0
050_176_176,0
050_176_192,0
050_176_208,0
050_176_224,1
050_176_240,1
050_176_256,0
050_176_272,0
050_176_288,0
050_176_304,0
050_176_320,0
050_176_336,0
050_176_352,0
050_176_368,1
050_176_384,1
050_192_0,0
050_192_16,0
050_192_32,0
050_192_48,0
050_192_64,0
050_192_80,0
050_192_96,1
050_192_112,0
050_192_128,0
050_192_144,0
050_192_160,0
050_192_176,0
050_192_192,0
050_192_208,0
050_192_224,1
050_192_240,1
050_192_256,0
050_192_272,0
050_192_288,0
050_192_304,0
050_192_320,0
050_192_336,0
050_192_352,0
050_192_368,1
050_192_384,1
050_208_0,0
050_208_16,0
050_208_32,0
050_208_48,0
050_208_64,0
050_208_80,0
050_208_96,1
050_208_112,0
050_208_128,0
050_208_144,0
050_208_160,0
050_208_176,0
050_208_192,0
050_208_208,0
050_208_224,1
050_208_240,1
050_208_256,0
050_208_272,0
050_208_288,0
050_208_304,0
050_208_320,0
050_208_336,0
050_208_352,0
050_208_368,1
050_208_384,1
050_224_0,0
050_224_16,0
050_224_32,0
050_224_48,0
050_224_64,0
050_224_80,0
050_224_96,1
050_224_112,0
050_224_128,0
050_224_144,0
050_224_160,0
050_224_176,0
050_224_192,0
050_224_208,0
050_224_224,1
050_224_240,1
050_224_256,0
050_224_272,0
050_224_288,0
050_224_304,0
050_224_320,0
050_224_336,0
050_224_352,0
050_224_368,1
050_224_384,1
050_240_0,0
050_240_16,0
050_240_32,0
050_240_48,0
050_240_64,0
050_240_80,0
050_240_96,1
050_240_112,0
050_240_128,0
050_240_144,0
050_240_160,0
050_240_176,0
050_240_192,0
050_240_208,0
050_240_224,1
050_240_240,1
050_240_256,0
050_240_272,0
050_240_288,0
050_240_304,0
050_240_320,0
050_240_336,0
050_240_352,0
050_240_368,1
050_240_384,1
050_256_0,0
050_256_16,0
050_256_32,0
050_256_48,0
050_256_64,0
050_256_80,0
050_256_96,1
050_256_112,0
050_256_128,0
050_256_144,0
050_256_160,0
050_256_176,0
050_256_192,0
050_256_208,0
050_256_224,1
050_256_240,1
050_256_256,0
050_256_272,0
050_256_288,0
050_256_304,0
050_256_320,0
050_256_336,0
050_256_352,0
050_256_368,1
050_256_384,1
050_272_0,0
050_272_16,0
050_272_32,0
050_272_48,0
050_272_64,0
050_272_80,0
050_272_96,1
050_272_112,0
050_272_128,0
050_272_144,0
050_272_160,0
050_272_176,0
050_272_192,0
050_272_208,0
050_272_224,1
050_272_240,1
050_272_256,0
050_272_272,0
050_272_288,0
050_272_304,0
050_272_320,0
050_272_336,0
050_272_352,0
